scheme_code,completion_date,scheme_name,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3214003009/IF/IAY/2907638,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4426117 ,19380,0,18600,0,10-10-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/1632346,01-10-2018,Construction of IAY House -IAY REG. NO. WB4139340 ,17100,0,18145,0,07-08-2017,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2907663,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3970123 ,19380,0,18496,0,10-10-2019,18496,0,0,0,0  ,18496,
3214003009/IF/IAY/2907650,20-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4528973 ,19380,0,19172,0,10-10-2019,19172,0,0,0,0  ,19172,
3214003009/IF/IAY/1626318,01-10-2018,Construction of IAY House -IAY REG. NO. WB2699114 ,17100,0,17954,0,21-07-2017,17954,0,0,0,0  ,17954,
3214003009/IF/IAY/1609416,01-10-2018,Construction of IAY House -IAY REG. NO. WB5177776 ,17100,0,17485,0,07-08-2017,17485,0,0,0,0  ,17485,
3214003009/IF/IAY/1608474,01-10-2018,Construction of IAY House -IAY REG. NO. WB5122117 ,17100,0,16184,0,21-07-2017,16184,0,0,0,0  ,16184,
3214003009/IF/IAY/2351866,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4063568 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2907677,27-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5263024 ,19380,0,18340,0,10-10-2019,18340,0,0,0,0  ,18340,
3214003009/IF/IAY/2907696,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5637608 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/1608363,01-10-2018,Construction of IAY House -IAY REG. NO. WB5113772 ,17100,0,17602,0,21-07-2017,17602,0,0,0,0  ,17602,
3214003009/IF/IAY/2448131,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4320333 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2213579,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3973438 ,18145,0,8404,0,28-01-2018,8404,0,0,0,0  ,8404,
3214003009/IF/IAY/2212342,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3337598 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2210730,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2631866 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/1607762,01-10-2018,Construction of IAY House -IAY REG. NO. WB4978554 ,17100,0,17954,0,21-07-2017,17954,0,0,0,0  ,17954,
3214003009/IF/IAY/1607757,01-10-2018,Construction of IAY House -IAY REG. NO. WB4977338 ,17100,0,17624,0,21-07-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/2907627,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2845729 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2210591,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2594386 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2907708,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4213338 ,19380,0,18184,0,10-10-2019,18184,0,0,0,0  ,18184,
3214003009/IF/IAY/2907614,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5630761 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2086180,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1270268 ,18145,0,8786,0,20-01-2018,8786,0,0,0,0  ,8786,
3214003009/IF/IAY/2907601,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5686889 ,19380,0,19172,0,10-10-2019,19172,0,0,0,0  ,19172,
3214003009/IF/IAY/2907584,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5645169 ,19380,0,18548,0,10-10-2019,18548,0,0,0,0  ,18548,
3214003009/IF/IAY/1607717,01-10-2018,Construction of IAY House -IAY REG. NO. WB4966553 ,17100,0,16552,0,21-07-2017,16552,0,0,0,0  ,16552,
3214003009/IF/IAY/2907624,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3002582 ,19380,0,18301,0,10-10-2019,18301,0,0,0,0  ,18301,
3214003009/IF/IAY/2092863,15-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4310469 ,18145,0,14516,0,20-01-2018,14516,0,0,0,0  ,14516,
3214003009/IF/IAY/1605538,01-10-2018,Construction of IAY House -IAY REG. NO. WB4357976 ,17100,0,17602,0,21-07-2017,17602,0,0,0,0  ,17602,
3214003009/IF/IAY/1605772,01-10-2018,Construction of IAY House -IAY REG. NO. WB4447537 ,17100,0,17954,0,07-08-2017,17954,0,0,0,0  ,17954,
3214003009/IF/IAY/1601365,01-10-2018,Construction of IAY House -IAY REG. NO. WB3506345 ,17100,0,17268,0,07-08-2017,17268,0,0,0,0  ,17268,
3214003009/IF/IAY/1601679,01-10-2018,Construction of IAY House -IAY REG. NO. WB3553586 ,17100,0,17624,0,21-07-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/1596519,01-10-2018,Construction of IAY House -IAY REG. NO. WB2900244 ,17100,0,17624,0,21-07-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/2085833,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4302302 ,18145,0,8786,0,20-01-2018,8786,0,0,0,0  ,8786,
3214003009/IF/IAY/1605043,16-01-2019,Construction of IAY House -IAY REG. NO. WB4192337 ,17100,0,17190,0,21-07-2017,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2084605,20-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2832485 ,18145,0,11842,0,28-01-2018,11842,0,0,0,0  ,11842,
3214003009/IF/IAY/2083139,04-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4269327 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2083051,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2519624 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2082977,04-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4483017 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2082840,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2797026 ,18145,0,10696,0,20-01-2018,10696,0,0,0,0  ,10696,
3214003009/IF/IAY/2907580,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5478472 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2082974,04-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3508120 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2907579,28-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1432296 ,19380,0,18522,0,10-10-2019,18522,0,0,0,0  ,18522,
3214003009/IF/IAY/2085176,20-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4305275 ,18145,0,11842,0,20-01-2018,11842,0,0,0,0  ,11842,
3214003009/IF/IAY/2907576,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3905221 ,19380,0,18548,0,10-10-2019,18548,0,0,0,0  ,18548,
3214003009/IF/IAY/2907562,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5527462 ,19380,0,18548,0,10-10-2019,18548,0,0,0,0  ,18548,
3214003009/IF/IAY/1604907,01-10-2018,Construction of IAY House -IAY REG. NO. WB4152467 ,17100,0,17268,0,07-08-2017,17268,0,0,0,0  ,17268,
3214003009/IF/IAY/2907557,04-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1845790 ,19380,0,18964,0,10-10-2019,18964,0,0,0,0  ,18964,
3214003009/IF/IAY/1627394,01-10-2018,Construction of IAY House -IAY REG. NO. WB2902763 ,17100,0,16853,0,21-07-2017,16853,0,0,0,0  ,16853,
3214003009/IF/IAY/2907575,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4628647 ,19380,0,18184,0,10-10-2019,18184,0,0,0,0  ,18184,
3214003009/IF/IAY/2907565,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5761912 ,19380,0,18236,0,10-10-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/2082835,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2896801 ,18145,0,17572,0,24-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/1596489,01-10-2018,Construction of IAY House -IAY REG. NO. WB2896816 ,17100,0,17572,0,07-08-2017,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2907547,27-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1478085 ,19380,0,18392,0,10-10-2019,18392,0,0,0,0  ,18392,
3214003009/IF/IAY/1614102,01-10-2018,Construction of IAY House -IAY REG. NO. WB1386382 ,17100,0,17954,0,21-07-2017,17954,0,0,0,0  ,17954,
3214003009/IF/IAY/2907537,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5707421 ,19380,0,19198,0,24-09-2019,19198,0,0,0,0  ,19198,
3214003009/IF/IAY/1594602,01-10-2018,Construction of IAY House -IAY REG. NO. WB2690189 ,17100,0,18145,0,07-08-2017,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2094195,13-05-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5049157 ,18145,0,9168,0,20-01-2018,9168,0,0,0,0  ,9168,
3214003009/IF/IAY/1574502,16-01-2019,Construction of IAY House -IAY REG. NO. WB1345379 ,17100,0,15089,0,07-08-2017,15089,0,0,0,0  ,15089,
3214003009/IF/IAY/1577133,01-10-2018,Construction of IAY House -IAY REG. NO. WB1616474 ,17100,0,17602,0,29-06-2017,17602,0,0,0,0  ,17602,
3214003009/IF/IAY/1568570,01-10-2018,Construction of IAY House -IAY REG. NO. WB4818018 ,17100,0,17268,0,27-07-2017,17268,0,0,0,0  ,17268,
3214003009/IF/IAY/1572082,01-10-2018,Construction of IAY House -IAY REG. NO. WB5045915 ,17100,0,15832,0,21-07-2017,15832,0,0,0,0  ,15832,
3214003009/IF/IAY/1572724,01-10-2018,Construction of IAY House -IAY REG. NO. WB5094745 ,17100,0,17624,0,07-08-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/2082532,04-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4603553 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2082498,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4520758 ,18145,0,16617,0,20-01-2018,16617,0,0,0,0  ,16617,
3214003009/IF/IAY/1594801,01-10-2018,Construction of IAY House -IAY REG. NO. WB2713385 ,17100,0,18145,0,21-07-2017,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2907535,20-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2747047 ,19380,0,19055,0,10-10-2019,19055,0,0,0,0  ,19055,
3214003009/IF/IAY/2082618,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3488115 ,18145,0,11460,0,20-01-2018,11460,0,0,0,0  ,11460,
3214003009/IF/IAY/2082224,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4314794 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2907527,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5714445 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2082566,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4269662 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2907505,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5496499 ,19380,0,19289,0,10-10-2019,19289,0,0,0,0  ,19289,
3214003009/IF/IAY/2907487,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5485641 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2907507,06-02-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4926355 ,19380,0,19380,0,10-10-2019,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2907478,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1352256 ,19380,0,18834,0,24-09-2019,18834,0,0,0,0  ,18834,
3214003009/IF/IAY/2907480,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4609389 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/1565177,01-10-2018,Construction of IAY House -IAY REG. NO. WB4609419 ,17100,0,17220,0,21-07-2017,17220,0,0,0,0  ,17220,
3214003009/IF/IAY/2082632,04-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4193507 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/1564160,01-10-2018,Construction of IAY House -IAY REG. NO. WB4368122 ,17100,0,17602,0,07-08-2017,17602,0,0,0,0  ,17602,
3214003009/IF/IAY/1563965,01-10-2018,Construction of IAY House -IAY REG. NO. WB4314689 ,17100,0,17624,0,07-08-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/2082376,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1389588 ,18145,0,17572,0,24-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/1565247,01-10-2018,Construction of IAY House -IAY REG. NO. WB4614448 ,17100,0,17793,0,21-07-2017,17793,0,0,0,0  ,17793,
3214003009/IF/IAY/2907522,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2591315 ,19380,0,18236,0,10-10-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/2082206,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4317359 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2907561,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4452356 ,19380,0,18990,0,10-10-2019,18990,0,0,0,0  ,18990,
3214003009/IF/IAY/2081679,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2713346 ,18145,0,17572,0,24-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/1563949,01-10-2018,Construction of IAY House -IAY REG. NO. WB4311869 ,17100,0,17624,0,07-08-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/2907484,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4353338 ,19380,0,18600,0,10-10-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/2081793,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4894465 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/1564113,01-10-2018,Construction of IAY House -IAY REG. NO. WB4352813 ,17100,0,16552,0,07-08-2017,16552,0,0,0,0  ,16552,
3214003009/IF/IAY/2907476,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4353883 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2082047,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2843609 ,18145,0,8786,0,24-01-2018,8786,0,0,0,0  ,8786,
3214003009/IF/IAY/1569541,01-10-2018,Construction of IAY House -IAY REG. NO. WB4876419 ,17100,0,17624,0,21-07-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/2081652,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2884204 ,18145,0,17572,0,28-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2907466,20-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5501079 ,19380,0,19059,0,10-10-2019,19059,0,0,0,0  ,19059,
3214003009/IF/IAY/1563910,01-10-2018,Construction of IAY House -IAY REG. NO. WB4303378 ,17100,0,17220,0,07-08-2017,17220,0,0,0,0  ,17220,
3214003009/IF/IAY/1562905,01-10-2018,Construction of IAY House -IAY REG. NO. WB4027004 ,17100,0,17624,0,21-07-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/2907469,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4628895 ,19380,0,18184,0,10-10-2019,18184,0,0,0,0  ,18184,
3214003009/IF/IAY/2907460,06-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5465154 ,19380,0,19263,0,10-10-2019,19263,0,0,0,0  ,19263,
3214003009/IF/IAY/2907464,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5605052 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/1559335,16-01-2019,Construction of IAY House -IAY REG. NO. WB3507109 ,17100,0,17602,0,07-08-2017,17602,0,0,0,0  ,17602,
3214003009/IF/IAY/1558609,01-10-2018,Construction of IAY House -IAY REG. NO. WB3420879 ,17100,0,17624,0,27-07-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/2081519,13-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4268695 ,18145,0,11842,0,20-01-2018,11842,0,0,0,0  ,11842,
3214003009/IF/IAY/2081462,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1211923 ,18145,0,10696,0,20-01-2018,10696,0,0,0,0  ,10696,
3214003009/IF/IAY/1557885,01-10-2018,Construction of IAY House -IAY REG. NO. WB3340938 ,17100,0,17088,0,21-07-2017,17088,0,0,0,0  ,17088,
3214003009/IF/IAY/2081642,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4313056 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2081338,13-05-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4339416 ,18145,0,8595,0,20-01-2018,8595,0,0,0,0  ,8595,
3214003009/IF/IAY/2081677,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1491778 ,18145,0,8404,0,20-01-2018,8404,0,0,0,0  ,8404,
3214003009/IF/IAY/2081376,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3077340 ,18145,0,17954,0,20-01-2018,17954,0,0,0,0  ,17954,
3214003009/IF/IAY/2081304,20-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2895732 ,18145,0,11842,0,20-01-2018,11842,0,0,0,0  ,11842,
3214003009/IF/IAY/2081225,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3676110 ,18145,0,17190,0,30-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2081196,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1447423 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2080948,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3760762 ,18145,0,6112,0,20-01-2018,6112,0,0,0,0  ,6112,
3214003009/IF/IAY/2907427,27-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4614312 ,19380,0,18366,0,10-10-2019,18366,0,0,0,0  ,18366,
3214003009/IF/IAY/2907439,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5568361 ,19380,0,18184,0,10-10-2019,18184,0,0,0,0  ,18184,
3214003009/IF/IAY/2907467,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5686184 ,19380,0,18548,0,10-10-2019,18548,0,0,0,0  ,18548,
3214003009/IF/IAY/2907423,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5558709 ,19380,0,18964,0,10-10-2019,18964,0,0,0,0  ,18964,
3214003009/IF/IAY/2080953,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2882587 ,18145,0,17572,0,24-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2907416,27-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5513801 ,19380,0,18548,0,10-10-2019,18548,0,0,0,0  ,18548,
3214003009/IF/IAY/2907414,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4457715 ,19380,0,18951,0,10-10-2019,18951,0,0,0,0  ,18951,
3214003009/IF/IAY/1557837,01-10-2018,Construction of IAY House -IAY REG. NO. WB3335148 ,17100,0,17650,0,07-08-2017,17650,0,0,0,0  ,17650,
3214003009/IF/IAY/2907419,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4978441 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/1557577,01-10-2018,Construction of IAY House -IAY REG. NO. WB3301051 ,17100,0,17624,0,21-07-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/1545417,16-01-2019,Construction of IAY House -IAY REG. NO. WB4508902 ,17100,0,17624,0,07-08-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/1547315,01-10-2018,Construction of IAY House -IAY REG. NO. WB1414532 ,17100,0,17954,0,21-07-2017,17954,0,0,0,0  ,17954,
3214003009/IF/IAY/1544562,01-10-2018,Construction of IAY House -IAY REG. NO. WB4404527 ,17100,0,17220,0,07-08-2017,17220,0,0,0,0  ,17220,
3214003009/IF/IAY/1548223,16-01-2019,Construction of IAY House -IAY REG. NO. WB1581553 ,17100,0,15288,0,07-08-2017,15288,0,0,0,0  ,15288,
3214003009/IF/IAY/2080818,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3133525 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2080659,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4520774 ,18145,0,17572,0,28-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2907425,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5686237 ,18145,0,18145,0,10-10-2019,18145,0,0,0,0  ,18145,
3214003009/IF/IAY/2080648,13-05-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4010643 ,18145,0,5539,0,20-01-2018,5539,0,0,0,0  ,5539,
3214003009/IF/IAY/1545320,01-10-2018,Construction of IAY House -IAY REG. NO. WB4497105 ,17100,0,17624,0,07-08-2017,17624,0,0,0,0  ,17624,
3214003009/IF/IAY/2080816,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1491919 ,18145,0,17572,0,28-01-2018,17572,0,0,0,0  ,17572,
3214003009/WC/PP/442814,19-07-2021,Excavation of Jaladhar Rajowar Happa ,187653.02,11000,182879,4044,04-09-2019,182879,0,1544,2500,0  ,186923,
3214003009/WC/PP/436424,24-12-2021,Excavation of Gopal Mahato Happa ,288345.91,10000,279945,6180,09-09-2019,279945,1632,2048,2500,0  ,286125,
3214003009/IF/IAY/2080470,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3656253 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2907413,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3077528 ,19380,0,18301,0,10-10-2019,18301,0,0,0,0  ,18301,
3214003009/IF/IAY/1562901,01-10-2018,Construction of IAY House -IAY REG. NO. WB4026784 ,17100,0,16008,0,21-07-2017,16008,0,0,0,0  ,16008,
3214003009/IF/IAY/2080523,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1491140 ,18145,0,17190,0,28-01-2018,17190,0,0,0,0  ,17190,
